id,name,firstname,lastname,age,nationality,height,weight,injured,photo,logo,country,flag,season,appearences,lineups,minutes,number,position,rating,captain,in,out,bench,total,on,conceded,assists,saves,key,accuracy,blocks,interceptions,won,attempts,success,past,drawn,committed,yellow,yellowred,red,commited,scored,missed,saved,birth_date,birth_place,birth_country
4,Euro Championship,Mirlind,Daku,26,Albania,192 cm,84 kg,False,https://media.api-sports.io/football/players/14655.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,1.0,0.0,5.0,,Attacker,6.900000,False,1.0,0.0,2.0,3.0,,0.0,0.0,,2.0,4.0,,,,,,,,1.0,1.0,0.0,0.0,,0.0,0.0,,1998-01-01,Gjilan,Kosovo
4,Euro Championship,Alexander,Hartmann Bah,27,Denmark,183 cm,76 kg,False,https://media.api-sports.io/football/players/15623.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,4.0,3.0,281.0,,Defender,6.875000,False,1.0,2.0,1.0,25.0,,0.0,0.0,,2.0,27.0,,5.0,,1.0,1.0,,2.0,3.0,0.0,0.0,0.0,,0.0,0.0,,1997-12-09,Årslev,Denmark
4,Euro Championship,Saba,Lobjanidze,30,Georgia,176 cm,72 kg,False,https://media.api-sports.io/football/players/15698.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,1.0,0.0,8.0,,Midfielder,6.300000,False,1.0,0.0,4.0,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,1994-12-18,Tbilisi,Georgia
4,Euro Championship,Lewis,Morgan,28,Scotland,178 cm,75 kg,False,https://media.api-sports.io/football/players/19909.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,1.0,0.0,1.0,,Midfielder,6.200000,False,1.0,0.0,3.0,,,0.0,0.0,,,1.0,,1.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,1996-09-30,Paisley,Scotland
4,Euro Championship,Miha,Blažič,31,Slovenia,185 cm,78 kg,False,https://media.api-sports.io/football/players/28325.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,0.0,0.0,0.0,,Defender,,False,0.0,0.0,4.0,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,1993-05-08,Koper,Slovenia
4,Euro Championship,Dániel,Gazdag,28,Hungary,178 cm,76 kg,False,https://media.api-sports.io/football/players/28423.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,1.0,0.0,3.0,,Midfielder,,False,1.0,0.0,3.0,1.0,,0.0,0.0,,,3.0,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,1996-03-02,Nyíregyháza,Hungary
4,Euro Championship,Bartosz,Salamon,33,Poland,194 cm,84 kg,False,https://media.api-sports.io/football/players/31076.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,1.0,1.0,86.0,,Defender,6.700000,False,0.0,1.0,2.0,5.0,,0.0,0.0,,,28.0,,2.0,,,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1991-05-01,Poznań,Poland
4,Euro Championship,Elhan,Kastrati,27,Albania,189 cm,82 kg,False,https://media.api-sports.io/football/players/31474.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,0.0,0.0,0.0,,Goalkeeper,,False,0.0,0.0,3.0,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,1997-02-02,Krumë,Albania
4,Euro Championship,Orkun,Kökçü,24,Türkiye,175 cm,70 kg,False,https://media.api-sports.io/football/players/37155.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,4.0,3.0,222.0,,Midfielder,6.650000,False,1.0,2.0,1.0,24.0,2.0,0.0,2.0,,4.0,23.0,1.0,1.0,,3.0,1.0,,3.0,4.0,2.0,0.0,0.0,,0.0,0.0,,2000-12-29,Haarlem,Netherlands
4,Euro Championship,Bartosz Piotr,Slisz,25,Poland,180 cm,76 kg,False,https://media.api-sports.io/football/players/40534.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,2.0,1.0,110.0,,Midfielder,6.800000,False,1.0,1.0,2.0,10.0,,0.0,0.0,,2.0,17.0,,2.0,,,,,2.0,3.0,1.0,0.0,0.0,,0.0,0.0,,1999-03-29,Rybnik,Poland
4,Euro Championship,Ionuț,Nedelcearu,28,Romania,190 cm,80 kg,False,https://media.api-sports.io/football/players/53704.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,0.0,0.0,0.0,,Defender,,False,0.0,0.0,4.0,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,1996-04-25,București,Romania
4,Euro Championship,Luka,Lochoshvili,26,Georgia,191 cm,84 kg,False,https://media.api-sports.io/football/players/61224.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,4.0,2.0,170.0,,Defender,6.600000,False,2.0,2.0,2.0,16.0,,0.0,0.0,,,8.0,,3.0,,,,,3.0,1.0,0.0,0.0,0.0,,0.0,0.0,,1998-05-29,Tbilisi,Georgia
4,Euro Championship,David,Brekalo,26,Slovenia,188 cm,78 kg,False,https://media.api-sports.io/football/players/109887.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,2.0,0.0,0.0,,Defender,,False,2.0,0.0,4.0,1.0,,0.0,0.0,,,1.0,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,1998-12-03,Ljubljana,Slovenia
4,Euro Championship,Mario,Mitaj,21,Albania,180 cm,72 kg,False,https://media.api-sports.io/football/players/270613.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,3.0,3.0,270.0,,Defender,6.866666,False,0.0,0.0,0.0,28.0,,0.0,0.0,,,35.0,,7.0,,3.0,3.0,,3.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2003-08-06,Athína,Greece
4,Euro Championship,António João,Pereira de Albuquerque Tavares,21,Portugal,187 cm,82 kg,False,https://media.api-sports.io/football/players/331832.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,2.0,1.0,73.0,,Defender,6.200000,False,1.0,1.0,4.0,5.0,,0.0,0.0,,1.0,28.0,,,,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,2003-10-30,Viseu,Portugal
4,Euro Championship,Nélson,Cabral Semedo,31,Portugal,177 cm,69 kg,False,https://media.api-sports.io/football/players/130.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,5.0,0.0,95.0,,Defender,6.433333,False,5.0,0.0,5.0,12.0,1.0,0.0,0.0,,,11.0,,,,3.0,1.0,,,2.0,0.0,0.0,0.0,,0.0,0.0,,1993-11-16,Lisboa,Portugal
4,Euro Championship,Ryan,Christie,29,Scotland,178 cm,70 kg,False,https://media.api-sports.io/football/players/1125.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,3.0,1.0,89.0,,Midfielder,6.250000,False,2.0,1.0,2.0,18.0,,0.0,0.0,,,4.0,,,,2.0,1.0,,4.0,3.0,0.0,0.0,0.0,,0.0,0.0,,1995-02-22,Inverness,Scotland
4,Euro Championship,José Pedro,Malheiro de Sá,31,Portugal,192 cm,84 kg,False,https://media.api-sports.io/football/players/1590.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,0.0,0.0,0.0,,Goalkeeper,,False,0.0,0.0,5.0,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,1993-01-17,Braga,Portugal
4,Euro Championship,Jordan Lee,Pickford,30,England,185 cm,82 kg,False,https://media.api-sports.io/football/players/2932.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,7.0,7.0,690.0,,Goalkeeper,7.042857,False,0.0,0.0,0.0,,,6.0,0.0,18.0,,27.0,,1.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,1994-03-07,Washington,England
4,Euro Championship,Jan Kacper,Bednarek,28,Poland,189 cm,84 kg,False,https://media.api-sports.io/football/players/2999.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,3.0,3.0,270.0,,Defender,6.833333,False,0.0,0.0,0.0,20.0,,0.0,0.0,,,28.0,7.0,3.0,,1.0,1.0,,4.0,2.0,0.0,0.0,0.0,,0.0,0.0,,1996-04-12,Słupca,Poland
4,Euro Championship,Wout Felix Lina,Faes,26,Belgium,187 cm,84 kg,False,https://media.api-sports.io/football/players/8694.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,4.0,4.0,360.0,,Defender,6.975000,False,0.0,0.0,0.0,29.0,,0.0,0.0,,,63.0,3.0,4.0,,1.0,1.0,,2.0,4.0,1.0,0.0,0.0,,0.0,0.0,,1998-04-03,Mol,Belgium
4,Euro Championship,Mads,Hermansen,24,Denmark,187 cm,81 kg,False,https://media.api-sports.io/football/players/15870.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,0.0,0.0,0.0,,Goalkeeper,,False,0.0,0.0,4.0,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,2000-07-11,Odense,Denmark
4,Euro Championship,Mikkel,Krogh Damsgaard,24,Denmark,180 cm,66 kg,False,https://media.api-sports.io/football/players/15908.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,1.0,0.0,33.0,,Midfielder,6.900000,False,1.0,0.0,4.0,4.0,1.0,0.0,0.0,,,9.0,,1.0,,1.0,,,,,0.0,0.0,0.0,,0.0,0.0,,2000-07-03,Jyllinge,Denmark
4,Euro Championship,Jannik,Vestergaard,32,Denmark,199 cm,94 kg,False,https://media.api-sports.io/football/players/18943.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,4.0,4.0,360.0,,Defender,7.000000,False,0.0,0.0,0.0,32.0,2.0,0.0,0.0,,,62.0,2.0,4.0,,,,,3.0,4.0,1.0,0.0,0.0,,0.0,0.0,,1992-08-03,Hvidovre,Denmark
4,Euro Championship,Dean Bradley,Henderson,27,England,188 cm,85 kg,False,https://media.api-sports.io/football/players/19088.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,0.0,0.0,0.0,,Goalkeeper,,False,0.0,0.0,7.0,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,1997-03-12,Whitehaven,England
4,Euro Championship,Ivan Benjamin Elijah,Toney,28,England,185 cm,88 kg,False,https://media.api-sports.io/football/players/19974.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,3.0,0.0,42.0,,Attacker,7.050000,False,3.0,0.0,7.0,13.0,,0.0,1.0,,1.0,8.0,,,,,,,3.0,2.0,0.0,0.0,0.0,,0.0,0.0,,1996-03-16,Northampton,England
4,Euro Championship,Christian,Thers Nørgaard,30,Denmark,187 cm,73 kg,False,https://media.api-sports.io/football/players/30407.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,3.0,0.0,35.0,,Midfielder,6.566666,False,3.0,0.0,4.0,8.0,,0.0,0.0,,1.0,11.0,,,,,,,,2.0,1.0,0.0,0.0,,0.0,0.0,,1994-03-10,København,Denmark
4,Euro Championship,Martín,Zubimendi Ibáñez,25,Spain,181 cm,74 kg,False,https://media.api-sports.io/football/players/47315.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,4.0,1.0,138.0,,Midfielder,6.900000,False,3.0,0.0,6.0,18.0,,0.0,0.0,,1.0,27.0,1.0,,,1.0,1.0,,1.0,4.0,0.0,0.0,0.0,,0.0,0.0,,1999-02-02,San Sebastián,Spain
4,Euro Championship,Mathias,Jensen,28,Denmark,180 cm,72 kg,False,https://media.api-sports.io/football/players/47438.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,0.0,0.0,0.0,,Midfielder,,False,0.0,0.0,4.0,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,1996-01-01,Jerslev,Denmark
4,Euro Championship,Addji Keaninkin Marc-Israel,Guéhi,24,England,182 cm,80 kg,False,https://media.api-sports.io/football/players/67971.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,6.0,6.0,570.0,,Defender,7.050000,False,0.0,0.0,0.0,47.0,1.0,0.0,1.0,,1.0,69.0,6.0,2.0,,1.0,,,8.0,5.0,2.0,0.0,0.0,,0.0,0.0,,2000-07-13,Abidjan,Côte d'Ivoire
4,Euro Championship,Micky,van de Ven,23,Netherlands,193 cm,81 kg,False,https://media.api-sports.io/football/players/152849.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,4.0,0.0,66.0,,Defender,6.725000,False,4.0,0.0,6.0,10.0,,0.0,0.0,,,9.0,1.0,,,2.0,1.0,,2.0,1.0,0.0,0.0,0.0,,0.0,0.0,,2001-04-19,Wormer,Netherlands
4,Euro Championship,Victor,Bernth Flesner Kristiansen,22,Denmark,181 cm,73 kg,False,https://media.api-sports.io/football/players/158710.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,4.0,2.0,156.0,,Defender,6.625000,False,2.0,2.0,2.0,14.0,,0.0,1.0,,2.0,16.0,,,,1.0,1.0,,,,0.0,0.0,0.0,,0.0,0.0,,2002-12-16,København,Denmark
4,Euro Championship,Illia,Zabarnyi,22,Ukraine,189 cm,80 kg,False,https://media.api-sports.io/football/players/161671.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,3.0,3.0,270.0,,Defender,6.800000,False,0.0,0.0,0.0,13.0,,0.0,0.0,,2.0,57.0,2.0,1.0,,1.0,1.0,,,2.0,0.0,0.0,0.0,,0.0,0.0,,2002-09-01,Kyiv,Ukraine
4,Euro Championship,Miloš,Kerkez,21,Hungary,180 cm,71 kg,False,https://media.api-sports.io/football/players/206254.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,3.0,3.0,240.0,,Defender,6.633333,False,0.0,3.0,0.0,21.0,,0.0,0.0,,1.0,14.0,,,,,,,7.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2003-11-07,Vrbas,Serbia
4,Euro Championship,Adam James,Wharton,20,England,182 cm,77 kg,False,https://media.api-sports.io/football/players/288102.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,0.0,0.0,0.0,,Midfielder,,False,0.0,0.0,7.0,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,2004-02-06,Blackburn,England
4,Euro Championship,Valerii,Bondar,25,Ukraine,185 cm,77 kg,False,https://media.api-sports.io/football/players/676.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,0.0,0.0,0.0,,Defender,,False,0.0,0.0,3.0,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,1999-02-27,Kharkiv,Ukraine
4,Euro Championship,Mykola,Matviienko,28,Ukraine,182 cm,74 kg,False,https://media.api-sports.io/football/players/682.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,3.0,3.0,270.0,,Defender,7.166666,False,0.0,0.0,0.0,17.0,,0.0,0.0,,4.0,69.0,2.0,4.0,,,,,3.0,1.0,0.0,0.0,0.0,,0.0,0.0,,1996-05-02,Saky,Ukraine
4,Euro Championship,Taras,Stepanenko,35,Ukraine,181 cm,76 kg,False,https://media.api-sports.io/football/players/698.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,2.0,1.0,82.0,,Midfielder,6.850000,False,1.0,1.0,2.0,10.0,,0.0,0.0,,,31.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,1989-08-08,Velyka Novosilka,Ukraine
4,Euro Championship,Heorhii,Bushchan,30,Ukraine,196 cm,84 kg,False,https://media.api-sports.io/football/players/2158.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,0.0,0.0,0.0,,Goalkeeper,,False,0.0,0.0,3.0,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,1994-05-31,Odesa,Ukraine
4,Euro Championship,Mykola,Shaparenko,26,Ukraine,178 cm,72 kg,False,https://media.api-sports.io/football/players/2177.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,3.0,3.0,223.0,,Midfielder,7.333333,False,0.0,3.0,0.0,16.0,1.0,0.0,1.0,,2.0,37.0,,3.0,,2.0,1.0,,2.0,3.0,0.0,0.0,0.0,,0.0,0.0,,1998-10-04,Velyka Novosilka,Ukraine
4,Euro Championship,Andrii,Yarmolenko,35,Ukraine,189 cm,81 kg,False,https://media.api-sports.io/football/players/18834.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,3.0,1.0,103.0,,Midfielder,6.766666,False,2.0,1.0,2.0,9.0,,0.0,0.0,,,11.0,,1.0,,,,,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,1989-10-23,Sankt-Peterburg,Russia
4,Euro Championship,Josip,Iličić,36,Slovenia,190 cm,79 kg,False,https://media.api-sports.io/football/players/30434.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,2.0,0.0,30.0,,Midfielder,6.300000,False,2.0,0.0,4.0,5.0,,0.0,0.0,,,3.0,,,,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,1988-01-29,Prijedor,Bosnia and Herzegovina
4,Euro Championship,Adrian Gheorghe,Șut,25,Romania,186 cm,77 kg,False,https://media.api-sports.io/football/players/42500.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,0.0,0.0,0.0,,Midfielder,,False,0.0,0.0,4.0,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,1999-04-30,Cociuba Mare,Romania
4,Euro Championship,Darius,Dumitru Olaru,26,Romania,177 cm,71 kg,False,https://media.api-sports.io/football/players/43171.png,https://media.api-sports.io/football/leagues/4.png,World,,2024,2.0,0.0,24.0,,Midfielder,6.200000,False,2.0,0.0,4.0,1.0,,0.0,0.0,,,6.0,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,1998-03-03,Mediaș,Romania
