id,name,firstname,lastname,age,nationality,height,weight,injured,photo,team_id,team_name,team_logo,league_id,league_name,league_country,league_logo,league_flag,league_season,games_appearences,games_lineups,games_minutes,games_number,games_position,games_rating,games_captain,substitutes_in,substitutes_out,substitutes_bench,shots_total,shots_on,goals_total,goals_conceded,goals_assists,goals_saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_commited,penalty_scored,penalty_missed,penalty_saved,birth_date,birth_place,birth_country
329550,N. Cavuoti,Nicolò,Cavuoti,20.0,Italy,177 cm,,False,https://media.api-sports.io/football/players/329550.png,490,Cagliari,https://media.api-sports.io/football/teams/490.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-04,,Italy
342050,L. Palomba,Luigi,Palomba,20.0,Italy,,,False,https://media.api-sports.io/football/players/342050.png,490,Cagliari,https://media.api-sports.io/football/teams/490.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-17,,Italy
351324,E. Lolic,Eldin,Lolic,19.0,Bosnia and Herzegovina,,,False,https://media.api-sports.io/football/players/351324.png,490,Cagliari,https://media.api-sports.io/football/teams/490.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Goalkeeper,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05-15,,Bosnia and Herzegovina
319,S. Luperto,Sebastiano,Luperto,28.0,Italy,191 cm,75 kg,False,https://media.api-sports.io/football/players/319.png,492,Napoli,https://media.api-sports.io/football/teams/492.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-09-06,Lecce,Italy
349,A. Terzić,Aleksa,Terzić,24.0,Serbia,184 cm,79 kg,False,https://media.api-sports.io/football/players/349.png,502,Fiorentina,https://media.api-sports.io/football/teams/502.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-08-17,Belgrade,Serbia
2738,C. Gytkjær,Christian,Lund Gytkjær,33.0,Denmark,185 cm,77 kg,False,https://media.api-sports.io/football/players/2738.png,1579,Monza,https://media.api-sports.io/football/teams/1579.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-05-06,Roskilde,Denmark
22174,A. Tamèze,Adrien Fidele,Tamèze Aoutsa,30.0,France,180 cm,78 kg,False,https://media.api-sports.io/football/players/22174.png,504,Verona,https://media.api-sports.io/football/teams/504.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-02-04,Lille,France
30483,R. Soriano,Roberto,Soriano,32.0,Italy,182 cm,76 kg,False,https://media.api-sports.io/football/players/30483.png,500,Bologna,https://media.api-sports.io/football/teams/500.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-02-08,Darmstadt,Germany
30490,N. Sansone,Nicola Domenico,Sansone,33.0,Italy,175 cm,68 kg,False,https://media.api-sports.io/football/players/30490.png,500,Bologna,https://media.api-sports.io/football/teams/500.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-09-10,München,Germany
30495,S. Sirigu,Salvatore,Sirigu,36.0,Italy,192 cm,80 kg,False,https://media.api-sports.io/football/players/30495.png,502,Fiorentina,https://media.api-sports.io/football/teams/502.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Goalkeeper,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987-01-12,Nuoro,Italy
30781,Miguel Veloso,Miguel Luís,Pinto Veloso,37.0,Portugal,180 cm,79 kg,False,https://media.api-sports.io/football/players/30781.png,504,Verona,https://media.api-sports.io/football/teams/504.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986-05-11,Coimbra,Portugal
30934,L. Marrone,Luca,Marrone,33.0,Italy,186 cm,75 kg,False,https://media.api-sports.io/football/players/30934.png,1579,Monza,https://media.api-sports.io/football/teams/1579.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-03-28,Torino,Italy
30981,R. Marchizza,Riccardo,Marchizza,26.0,Italy,185 cm,80 kg,False,https://media.api-sports.io/football/players/30981.png,488,Sassuolo,https://media.api-sports.io/football/teams/488.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-03-26,Roma,Italy
30989,A. Barberis,Andrea,Barberis,30.0,Italy,177 cm,72 kg,False,https://media.api-sports.io/football/players/30989.png,1579,Monza,https://media.api-sports.io/football/teams/1579.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-12-11,Genoa,Italy
31123,S. Mazzocchi,Simone,Mazzocchi,25.0,Italy,180 cm,70 kg,False,https://media.api-sports.io/football/players/31123.png,499,Atalanta,https://media.api-sports.io/football/teams/499.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-08-17,Milano,Italy
31402,F. Ranocchia,Filippo,Ranocchia,23.0,Italy,178 cm,,False,https://media.api-sports.io/football/players/31402.png,496,Juventus,https://media.api-sports.io/football/teams/496.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-14,Perugia,Italy
32028,G. Meli,Gabriel Manuel,Meli,24.0,Italy,188 cm,75 kg,False,https://media.api-sports.io/football/players/32028.png,511,Empoli,https://media.api-sports.io/football/teams/511.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Goalkeeper,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-02-05,,Italy
37437,A. Harroui,Abdoulrahmane,Harroui,26.0,Morocco,182 cm,76 kg,False,https://media.api-sports.io/football/players/37437.png,488,Sassuolo,https://media.api-sports.io/football/teams/488.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-01-13,Leiden,Netherlands
50023,S. Ujkani,Samir,Ujkani,35.0,Kosovo,188 cm,78 kg,False,https://media.api-sports.io/football/players/50023.png,511,Empoli,https://media.api-sports.io/football/teams/511.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Goalkeeper,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988-07-05,Resnik,Kosovo
56560,Y. Maleh,Youssef,Maleh,26.0,Morocco,179 cm,70 kg,False,https://media.api-sports.io/football/players/56560.png,502,Fiorentina,https://media.api-sports.io/football/teams/502.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-08-22,Castel San Pietro Terme,Italy
162733,R. Providence,Ruben Fritzner,Providence,22.0,France,178 cm,66 kg,False,https://media.api-sports.io/football/players/162733.png,497,AS Roma,https://media.api-sports.io/football/teams/497.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-07-07,Lagny-sur-Marne,France
336639,F. Zuccon,Federico,Zuccon,20.0,Italy,,,False,https://media.api-sports.io/football/players/336639.png,499,Atalanta,https://media.api-sports.io/football/teams/499.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-01,,Italy
336640,A. Oliveri,Andrea,Oliveri,21.0,Italy,,,False,https://media.api-sports.io/football/players/336640.png,512,Frosinone,https://media.api-sports.io/football/teams/512.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-01-14,Palermo,Italy
236,M. Ihattaren,Mohamed  Amine,Ihattaren,21.0,Netherlands,183 cm,77 kg,False,https://media.api-sports.io/football/players/236.png,496,Juventus,https://media.api-sports.io/football/teams/496.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-02-12,Utrecht,Netherlands
829,Rodrigo Becão,Rodrigo,Nascimento França,27.0,Brazil,191 cm,79 kg,False,https://media.api-sports.io/football/players/829.png,494,Udinese,https://media.api-sports.io/football/teams/494.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-01-19,Salvador,Brazil
1719,M. Müldür,Mert,Müldür,24.0,Türkiye,188 cm,74 kg,False,https://media.api-sports.io/football/players/1719.png,488,Sassuolo,https://media.api-sports.io/football/teams/488.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-03,Wien,Austria
2771,O. Aina,Temitayo Olufisayo Olaoluwa,Aina,27.0,Nigeria,184 cm,82 kg,False,https://media.api-sports.io/football/players/2771.png,503,Torino,https://media.api-sports.io/football/teams/503.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-10-08,London,England
7600,Igor,Igor Júlio,dos Santos de Paulo,25.0,Brazil,185 cm,85 kg,False,https://media.api-sports.io/football/players/7600.png,502,Fiorentina,https://media.api-sports.io/football/teams/502.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-02-07,Bom Sucesso,Brazil
16103,M. Warming,Magnus,Warming,23.0,Denmark,188 cm,72 kg,False,https://media.api-sports.io/football/players/16103.png,503,Torino,https://media.api-sports.io/football/teams/503.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-06-08,Nykøbing,Denmark
18890,A. Barreca,Antonio,Barreca,28.0,Italy,183 cm,70 kg,False,https://media.api-sports.io/football/players/18890.png,490,Cagliari,https://media.api-sports.io/football/teams/490.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-03-18,Torino,Italy
21103,A. Touré,Abdoulaye,Touré,29.0,France,187 cm,77 kg,False,https://media.api-sports.io/football/players/21103.png,495,Genoa,https://media.api-sports.io/football/teams/495.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-03-03,Nantes,France
30513,B. Kone,Benjamin Lhassine,Kone,23.0,Côte d'Ivoire,172 cm,75 kg,False,https://media.api-sports.io/football/players/30513.png,503,Torino,https://media.api-sports.io/football/teams/503.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-03-14,,Côte d'Ivoire
30514,V. Millico,Vincenzo,Millico,23.0,Italy,173 cm,68 kg,False,https://media.api-sports.io/football/players/30514.png,490,Cagliari,https://media.api-sports.io/football/teams/490.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-08-12,Turin,Italy
30531,J. Boga,Jérémie,Boga,26.0,Côte d'Ivoire,172 cm,68 kg,False,https://media.api-sports.io/football/players/30531.png,499,Atalanta,https://media.api-sports.io/football/teams/499.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-01-03,Marseille,France
30624,F. Bandinelli,Filippo,Bandinelli,28.0,Italy,180 cm,70 kg,False,https://media.api-sports.io/football/players/30624.png,511,Empoli,https://media.api-sports.io/football/teams/511.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-03-29,Firenze,Italy
30637,R. Insigne,Roberto,Insigne,29.0,Italy,172 cm,65 kg,False,https://media.api-sports.io/football/players/30637.png,512,Frosinone,https://media.api-sports.io/football/teams/512.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-05-11,Napoli,Italy
30733,A. Šemper,Adrian,Šemper,25.0,Croatia,194 cm,89 kg,False,https://media.api-sports.io/football/players/30733.png,495,Genoa,https://media.api-sports.io/football/teams/495.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Goalkeeper,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-01-12,Zagreb,Croatia
30740,P. Jaroszyński,Paweł Kamil,Jaroszyński,29.0,Poland,184 cm,77 kg,False,https://media.api-sports.io/football/players/30740.png,514,Salernitana,https://media.api-sports.io/football/teams/514.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-10-02,Lublin,Poland
30765,I. Radu,Ionuț Andrei,Radu,26.0,Romania,188 cm,70 kg,False,https://media.api-sports.io/football/players/30765.png,505,Inter,https://media.api-sports.io/football/teams/505.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Goalkeeper,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-05-28,București,Romania
31136,S. Romagnoli,Simone,Romagnoli,34.0,Italy,193 cm,85 kg,False,https://media.api-sports.io/football/players/31136.png,867,Lecce,https://media.api-sports.io/football/teams/867.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-02-09,Cremona,Italy
51144,B. Reynolds,Bryan Keith,Reynolds Jr.,22.0,USA,191 cm,77 kg,False,https://media.api-sports.io/football/players/51144.png,497,AS Roma,https://media.api-sports.io/football/teams/497.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-06-28,Fort Worth,USA
162010,S. Panada,Simone,Panada,21.0,Italy,,,False,https://media.api-sports.io/football/players/162010.png,499,Atalanta,https://media.api-sports.io/football/teams/499.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-06-02,,Italy
264476,I. Delpupo,Isaías Omar,Delpupo,20.0,Italy,,,False,https://media.api-sports.io/football/players/264476.png,490,Cagliari,https://media.api-sports.io/football/teams/490.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-03-31,El Socorro,Argentina
30527,Rogério,Rogério,Oliveira da Silva,25.0,Brazil,178 cm,70 kg,False,https://media.api-sports.io/football/players/30527.png,488,Sassuolo,https://media.api-sports.io/football/teams/488.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-01-13,Nobres,Brazil
30854,F. Costa,Filippo,Costa,28.0,Italy,175 cm,70 kg,False,https://media.api-sports.io/football/players/30854.png,492,Napoli,https://media.api-sports.io/football/teams/492.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-05-21,Noventa Vicentina,Italy
31396,M. Carraro,Marco,Carraro,25.0,Italy,187 cm,74 kg,False,https://media.api-sports.io/football/players/31396.png,499,Atalanta,https://media.api-sports.io/football/teams/499.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-01-09,Dolo,Italy
31407,L. Vido,Luca,Vido,26.0,Italy,182 cm,75 kg,False,https://media.api-sports.io/football/players/31407.png,499,Atalanta,https://media.api-sports.io/football/teams/499.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-02-03,Bassano del Grappa,Italy
31561,I. Nestorovski,Ilija,Nestorovski,33.0,North Macedonia,183 cm,74 kg,False,https://media.api-sports.io/football/players/31561.png,494,Udinese,https://media.api-sports.io/football/teams/494.png,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,,,,,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-03-12,Prilep,North Macedonia
