id,name,firstname,lastname,age,nationality,height,weight,injured,photo,team_id,team_name,team_logo,league_id,league_name,league_country,league_logo,league_flag,league_season,games_appearences,games_lineups,games_minutes,games_number,games_position,games_rating,games_captain,substitutes_in,substitutes_out,substitutes_bench,shots_total,shots_on,goals_total,goals_conceded,goals_assists,goals_saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_commited,penalty_scored,penalty_missed,penalty_saved,birth_date,birth_place,birth_country
733,Dani Carvajal,Daniel,Carvajal Ramos,32,Spain,173 cm,73 kg,False,https://media.api-sports.io/football/players/733.png,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,28.0,25.0,2176.0,,Defender,7.218518,False,3.0,7.0,8.0,16.0,10.0,4.0,0.0,3.0,,1270.0,22.0,41.0,48.0,9.0,22.0,185.0,96.0,20.0,9.0,,19.0,23.0,4.0,1.0,0.0,,,0.0,0.0,,1992-01-11,Leganés,Spain
736,Fran García,Francisco José,García Torres,25,Spain,167 cm,69 kg,False,https://media.api-sports.io/football/players/736.png,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,25.0,15.0,1395.0,,Defender,6.933333,False,10.0,6.0,23.0,8.0,1.0,1.0,0.0,5.0,,810.0,16.0,28.0,25.0,3.0,19.0,117.0,56.0,17.0,8.0,,15.0,10.0,2.0,0.0,0.0,,,0.0,0.0,,1999-08-14,Bolaños de Calatrava,Spain
741,Jesús Vallejo,Jesús,Vallejo Lázaro,27,Spain,184 cm,79 kg,False,https://media.api-sports.io/football/players/741.png,715,Granada CF,https://media.api-sports.io/football/teams/715.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,3.0,1.0,106.0,,Defender,6.400000,False,2.0,0.0,3.0,,,0.0,0.0,,,81.0,,37.0,3.0,2.0,,8.0,5.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,,,0.0,0.0,,1997-01-05,Zaragoza,Spain
745,Isco,Francisco Román,Alarcón Suárez,32,Spain,176 cm,79 kg,False,https://media.api-sports.io/football/players/745.png,543,Real Betis,https://media.api-sports.io/football/teams/543.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,29.0,28.0,2340.0,,Midfielder,7.534482,False,1.0,14.0,1.0,44.0,26.0,8.0,0.0,5.0,,1335.0,81.0,39.0,41.0,1.0,10.0,423.0,212.0,128.0,76.0,,79.0,31.0,10.0,0.0,0.0,,,2.0,0.0,,1992-04-21,Benalmádena,Spain
1697,Pablo Fornals,Pablo,Fornals Malla,28,Spain,178 cm,67 kg,False,https://media.api-sports.io/football/players/1697.png,543,Real Betis,https://media.api-sports.io/football/teams/543.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,15.0,14.0,1155.0,,Midfielder,7.173333,False,1.0,8.0,1.0,9.0,6.0,3.0,0.0,2.0,,605.0,23.0,31.0,24.0,,22.0,118.0,60.0,25.0,11.0,,14.0,13.0,2.0,0.0,0.0,,,0.0,0.0,,1996-02-22,Castellón de la Plana,Spain
2285,A. Rüdiger,Antonio,Rüdiger,31,Germany,190 cm,85 kg,False,https://media.api-sports.io/football/players/2285.png,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,33.0,30.0,2708.0,,Defender,6.939393,False,3.0,2.0,4.0,13.0,2.0,1.0,0.0,0.0,,1799.0,5.0,49.0,25.0,20.0,11.0,137.0,80.0,3.0,1.0,,5.0,26.0,7.0,0.0,0.0,,,0.0,0.0,,1993-03-03,Berlin,Germany
3033,C. Bakambu,Cédric,Bakambu,33,Congo DR,182 cm,73 kg,False,https://media.api-sports.io/football/players/3033.png,543,Real Betis,https://media.api-sports.io/football/teams/543.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,4.0,2.0,194.0,,Attacker,6.600000,False,2.0,2.0,2.0,3.0,1.0,0.0,0.0,,,40.0,3.0,6.0,1.0,,,25.0,8.0,3.0,1.0,,3.0,4.0,1.0,0.0,0.0,,,0.0,0.0,,1991-04-11,Ivry-sur-Seine,France
47320,Juanmi,Juan Miguel,Jiménez López,31,Spain,172 cm,69 kg,False,https://media.api-sports.io/football/players/47320.png,724,Cadiz,https://media.api-sports.io/football/teams/724.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,16.0,9.0,872.0,,Attacker,6.743750,False,7.0,6.0,7.0,12.0,7.0,3.0,0.0,1.0,,222.0,11.0,11.0,9.0,,6.0,122.0,37.0,22.0,9.0,,11.0,24.0,3.0,0.0,0.0,,,0.0,0.0,,1993-05-20,Coín,Spain
47341,Marc Roca,Marc,Roca Junqué,28,Spain,184 cm,77 kg,False,https://media.api-sports.io/football/players/47341.png,543,Real Betis,https://media.api-sports.io/football/teams/543.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,26.0,24.0,1988.0,,Midfielder,7.026923,False,2.0,10.0,8.0,14.0,7.0,2.0,0.0,2.0,,1160.0,19.0,38.0,52.0,6.0,17.0,215.0,96.0,20.0,11.0,,23.0,48.0,5.0,0.0,0.0,,,0.0,0.0,,1996-11-26,Vilafranca del Penedès,Spain
47400,A. Lunin,Andrii,Lunin,25,Ukraine,191 cm,80 kg,False,https://media.api-sports.io/football/players/47400.png,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,21.0,21.0,1890.0,,Goalkeeper,7.152380,False,0.0,0.0,17.0,,,0.0,17.0,0.0,48.0,569.0,1.0,23.0,,,,12.0,11.0,,,,3.0,,2.0,0.0,0.0,,,0.0,0.0,1.0,1999-02-11,Krasnohrad,Ukraine
47579,E. Ávila,Luis Ezequiel,Ávila,30,Argentina,172 cm,81 kg,False,https://media.api-sports.io/football/players/47579.png,543,Real Betis,https://media.api-sports.io/football/teams/543.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,6.0,4.0,301.0,,Attacker,6.894117,False,2.0,4.0,2.0,19.0,6.0,1.0,0.0,3.0,,279.0,21.0,11.0,3.0,,5.0,85.0,38.0,15.0,5.0,,20.0,8.0,3.0,1.0,0.0,,,0.0,0.0,,1994-02-06,Rosario,Argentina
133185,J. Cardoso,João Lucas,de Souza Cardoso,23,USA,185 cm,78 kg,False,https://media.api-sports.io/football/players/133185.png,543,Real Betis,https://media.api-sports.io/football/teams/543.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,17.0,15.0,1332.0,,Midfielder,7.123529,False,2.0,6.0,4.0,10.0,3.0,1.0,0.0,2.0,,633.0,8.0,31.0,48.0,5.0,32.0,194.0,116.0,19.0,11.0,,19.0,21.0,3.0,0.0,0.0,,,0.0,0.0,,2001-09-20,,USA
181421,A. Ezzalzouli,Abdessamad,Ezzalzouli,23,Morocco,177 cm,73 kg,False,https://media.api-sports.io/football/players/181421.png,543,Real Betis,https://media.api-sports.io/football/teams/543.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,26.0,6.0,850.0,,Attacker,6.750000,False,20.0,5.0,24.0,4.0,1.0,1.0,0.0,,,26.0,2.0,9.0,1.0,,,15.0,7.0,4.0,2.0,,3.0,1.0,1.0,0.0,0.0,,,0.0,0.0,,2001-12-17,Beni Melal,Morocco
185477,Rodri,Rodrigo,Sánchez Rodríguez,24,Spain,168 cm,62 kg,False,https://media.api-sports.io/football/players/185477.png,543,Real Betis,https://media.api-sports.io/football/teams/543.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,29.0,9.0,1038.0,,Midfielder,6.713793,False,20.0,7.0,28.0,10.0,5.0,0.0,0.0,0.0,,519.0,15.0,14.0,17.0,,8.0,140.0,70.0,48.0,24.0,,29.0,6.0,0.0,0.0,0.0,,,0.0,0.0,,2000-05-16,Talayuela,Spain
286084,Sergi Altimira,Sergi,Altimira Clavell,23,Spain,188 cm,80 kg,False,https://media.api-sports.io/football/players/286084.png,543,Real Betis,https://media.api-sports.io/football/teams/543.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,14.0,6.0,563.0,,Midfielder,6.691666,False,8.0,4.0,29.0,3.0,2.0,1.0,0.0,0.0,,314.0,4.0,20.0,15.0,1.0,9.0,69.0,31.0,11.0,6.0,,8.0,8.0,1.0,0.0,0.0,,,0.0,0.0,,2001-08-25,Cardedeu,Spain
340279,Vitor Roque,Vitor Hugo,Roque Ferreira,19,Brazil,174 cm,78 kg,False,https://media.api-sports.io/football/players/340279.png,529,Barcelona,https://media.api-sports.io/football/teams/529.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,14.0,2.0,319.0,,Attacker,6.485714,False,12.0,2.0,17.0,10.0,6.0,2.0,0.0,0.0,,64.0,1.0,4.0,3.0,,,59.0,21.0,13.0,4.0,,11.0,13.0,3.0,1.0,0.0,,,0.0,0.0,,2005-02-28,,Brazil
134,Juan Miranda,Juan,Miranda González,24,Spain,185 cm,76 kg,False,https://media.api-sports.io/football/players/134.png,543,Real Betis,https://media.api-sports.io/football/teams/543.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,25.0,21.0,1862.0,,Defender,7.028000,False,4.0,8.0,14.0,12.0,6.0,1.0,0.0,1.0,,920.0,24.0,30.0,38.0,6.0,19.0,179.0,105.0,15.0,7.0,,34.0,21.0,8.0,0.0,0.0,,,0.0,0.0,,2000-01-19,Olivares,Spain
137,Sergi Roberto,Sergi,Roberto Carnicer,32,Spain,178 cm,68 kg,False,https://media.api-sports.io/football/players/137.png,529,Barcelona,https://media.api-sports.io/football/teams/529.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,14.0,10.0,863.0,,Defender,7.042857,False,4.0,7.0,18.0,10.0,4.0,3.0,0.0,2.0,,629.0,9.0,40.0,15.0,2.0,8.0,70.0,37.0,4.0,3.0,,7.0,8.0,4.0,0.0,0.0,,,0.0,0.0,,1992-02-07,Reus,Spain
288,Alberto Moreno,Alberto,Moreno Pérez,32,Spain,171 cm,65 kg,False,https://media.api-sports.io/football/players/288.png,533,Villarreal,https://media.api-sports.io/football/teams/533.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,27.0,17.0,1488.0,,Defender,6.755555,False,10.0,13.0,13.0,11.0,5.0,2.0,0.0,2.0,,593.0,16.0,18.0,31.0,2.0,22.0,124.0,60.0,9.0,5.0,,14.0,24.0,3.0,2.0,0.0,,,0.0,0.0,,1992-07-05,Sevilla,Spain
1624,Pepe Reina,José Manuel,Reina Páez,42,Spain,188 cm,92 kg,False,https://media.api-sports.io/football/players/1624.png,533,Villarreal,https://media.api-sports.io/football/teams/533.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,2.0,2.0,180.0,,Goalkeeper,7.200000,False,0.0,0.0,32.0,,,0.0,2.0,0.0,7.0,57.0,,22.0,,,,1.0,1.0,,,,,,2.0,0.0,1.0,,,0.0,0.0,0.0,1982-08-31,Madrid,Spain
1920,N. Radonjić,Nemanja,Radonjić,28,Serbia,185 cm,78 kg,False,https://media.api-sports.io/football/players/1920.png,798,Mallorca,https://media.api-sports.io/football/teams/798.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,11.0,4.0,350.0,,Attacker,6.827272,False,7.0,4.0,11.0,8.0,7.0,0.0,0.0,0.0,,96.0,7.0,7.0,4.0,,3.0,54.0,33.0,32.0,21.0,,5.0,1.0,0.0,0.0,0.0,,,0.0,0.0,,1996-02-15,Niš,Serbia
19278,F. Diédhiou,Famara,Diédhiou,32,Senegal,192 cm,80 kg,False,https://media.api-sports.io/football/players/19278.png,715,Granada CF,https://media.api-sports.io/football/teams/715.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,8.0,0.0,82.0,,Attacker,6.712500,False,8.0,0.0,16.0,4.0,3.0,0.0,0.0,1.0,,38.0,1.0,2.0,1.0,,,35.0,20.0,5.0,4.0,,3.0,6.0,1.0,0.0,0.0,,,0.0,0.0,,1992-12-15,Saint-Louis,Senegal
47209,Andrés Martín,Andrés,Martín García,25,Spain,177 cm,64 kg,False,https://media.api-sports.io/football/players/47209.png,728,Rayo Vallecano,https://media.api-sports.io/football/teams/728.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,0.0,0.0,0.0,,Attacker,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1999-07-11,Aguadulce,Spain
47257,D. Suárez,Damián Nicolás,Suárez Suárez,36,Uruguay,172 cm,61 kg,False,https://media.api-sports.io/football/players/47257.png,546,Getafe,https://media.api-sports.io/football/teams/546.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,16.0,15.0,1375.0,,Defender,6.675000,False,1.0,6.0,3.0,3.0,1.0,0.0,0.0,2.0,,478.0,17.0,21.0,37.0,3.0,10.0,135.0,66.0,19.0,9.0,,12.0,24.0,7.0,0.0,1.0,,,0.0,0.0,,1988-04-27,Montevideo,Uruguay
56473,M. Gabbia,Matteo,Gabbia,25,Italy,185 cm,78 kg,False,https://media.api-sports.io/football/players/56473.png,533,Villarreal,https://media.api-sports.io/football/teams/533.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,7.0,6.0,479.0,,Defender,6.885714,False,1.0,3.0,9.0,,,0.0,0.0,,,297.0,1.0,38.0,10.0,2.0,7.0,47.0,30.0,,,,3.0,9.0,2.0,0.0,0.0,,,0.0,0.0,,1999-10-21,Fagnano Olona,Italy
122468,Saúl Coco,Saúl Basilio,Coco-Bassey Oubiña,25,Equatorial Guinea,187 cm,86 kg,False,https://media.api-sports.io/football/players/122468.png,534,Las Palmas,https://media.api-sports.io/football/teams/534.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,30.0,26.0,2293.0,,Defender,6.662068,False,4.0,1.0,7.0,15.0,4.0,1.0,0.0,0.0,,1413.0,1.0,41.0,32.0,15.0,20.0,191.0,117.0,6.0,3.0,,24.0,19.0,6.0,0.0,1.0,,,0.0,0.0,,1999-02-09,Lanzarote,Spain
162531,Xavi Sintes,Xavier,Sintes Egea,23,Spain,189 cm,77 kg,False,https://media.api-sports.io/football/players/162531.png,536,Sevilla,https://media.api-sports.io/football/teams/536.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,0.0,0.0,0.0,,Midfielder,,False,0.0,0.0,3.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,,2001-08-05,Menorca,Spain
162547,T. Zidane,Theo,Zidane Fernández,22,France,196 cm,74 kg,False,https://media.api-sports.io/football/players/162547.png,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,140,La Liga,Spain,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,2023,0.0,0.0,0.0,,Midfielder,,False,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,,2002-05-18,Marseille,France
